CustomerID,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,Gender,Timestamp,Salary
556,Ms.,Nancy,A.,McPhearson,,Variety Cycling,adventure-works\\jae0,nancy3@adventure-works.com,1 (11) 500 555-0195,M,2022-11-16-09:51:350,20350
559,Ms.,Nkenge,,McLin,,Some Discount Store,adventure-works\\pamela0,nkenge0@adventure-works.com,158-555-0123,M,2022-11-16-09:51:351,20351
560,Mr.,Paul,L.,Alcorn,,Major Sport Suppliers,adventure-works\\david8,paul2@adventure-works.com,331-555-0162,M,2022-11-16-09:51:352,20352
561,Mr.,Marvin,N.,Allen,,Mountain Toy Store,adventure-works\\jillian0,marvin0@adventure-works.com,447-555-0110,M,2022-11-16-09:51:353,20353
562,Ms.,Yvonne,,McKay,,Practical Bike Supply Company,adventure-works\\jillian0,yvonne1@adventure-works.com,623-555-0144,M,2022-11-16-09:51:354,20354
563,Mr.,Sean,P.,Jacobson,,Systematic Sales,adventure-works\\shu0,sean2@adventure-works.com,555-555-0162,M,2022-11-16-09:51:355,20355
564,Ms.,Michelle,,Alexander,,Imported and Domestic Cycles,adventure-works\\linda3,michelle0@adventure-works.com,115-555-0175,M,2022-11-16-09:51:356,20356
565,Mr.,Richard,M.,Bentley,Jr.,Metallic Paint and Overcoat Co,adventure-works\\shu0,richard0@adventure-works.com,911-555-0153,M,2022-11-16-09:51:357,20357
568,Mr.,Curtis,P.,Howard,,Economy Center,adventure-works\\josé1,curtis0@adventure-works.com,555-555-0162,M,2022-11-16-09:51:358,20358
569,Mr.,Cecil,J.,Allison,,Designated Distributors,adventure-works\\josé1,cecil0@adventure-works.com,699-555-0155,M,2022-11-16-09:51:359,20359
570,Mr.,Gregory,F.,Alderson,,Family's Favorite Bike Shop,adventure-works\\garrett1,gregory0@adventure-works.com,968-555-0153,M,2022-11-16-09:51:360,20360
574,Ms.,Janice,K.,Hows,,Area Sheet Metal Supply,adventure-works\\jae0,janice1@adventure-works.com,1 (11) 500 555-0119,M,2022-11-16-09:51:361,20361
577,Mr.,George,M.,Huckaby,,Synthetic Materials Manufacturing,adventure-works\\pamela0,george1@adventure-works.com,851-555-0127,M,2022-11-16-09:51:362,20362
578,Ms.,Carolyn,,Farino,,The Bike Shop,adventure-works\\david8,carolyn0@adventure-works.com,957-555-0125,M,2022-11-16-09:51:363,20363
579,Ms.,Kim,,Abercrombie,,Riders Company,adventure-works\\jillian0,kim2@adventure-works.com,334-555-0137,M,2022-11-16-09:51:364,20364
580,Mr.,Joshua,J.,Huff,,Rural Sales and Service,adventure-works\\jillian0,joshua0@adventure-works.com,190-555-0186,M,2022-11-16-09:51:365,20365
581,Ms.,Geri,P.,Farrell,,Safe Toys,adventure-works\\shu0,geri0@adventure-works.com,329-555-0183,M,2022-11-16-09:51:366,20366
582,Ms.,Catherine,R.,Abel,,Professional Sales and Service,adventure-works\\linda3,catherine0@adventure-works.com,747-555-0171,M,2022-11-16-09:51:367,20367
583,Ms.,Laura,C.,Steele,,Professional Containers and Packaging Co.,adventure-works\\shu0,laura3@adventure-works.com,741-555-0173,M,2022-11-16-09:51:368,20368
586,Ms.,Shanay,B.,Steelman,,One Bike Company,adventure-works\\josé1,shanay0@adventure-works.com,797-555-0118,M,2022-11-16-09:51:369,20369
587,Ms.,Rhoda,J.,Finley,,Our Sporting Goods Store,adventure-works\\josé1,rhoda0@adventure-works.com,920-555-0191,M,2022-11-16-09:51:370,20370
588,Mr.,Pat,A.,Chambers,,General Cycle Storehouse,adventure-works\\garrett1,pat1@adventure-works.com,127-555-0124,M,2022-11-16-09:51:371,20371
592,Mr.,Stefano,,Stefani,,Cycling Goods,adventure-works\\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,M,2022-11-16-09:51:372,20372
595,Mr.,Alan,,Steiner,,Cycle Clearance,adventure-works\\pamela0,alan4@adventure-works.com,792-555-0194,M,2022-11-16-09:51:373,20373
596,Ms.,Kathie,,Flood,,Coho Sports,adventure-works\\david8,kathie1@adventure-works.com,627-555-0192,M,2022-11-16-09:51:374,20374
597,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\\jillian0,bob2@adventure-works.com,129-555-0120,M,2022-11-16-09:51:375,20375
598,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\\jillian0,derik0@adventure-works.com,441-555-0144,M,2022-11-16-09:51:376,20376
599,Mr.,Raul,E.,Casts,,Westside Plaza,adventure-works\\shu0,raul0@adventure-works.com,362-555-0162,M,2022-11-16-09:51:377,20377
600,Ms.,Holly,J.,Holt,,Strenuous Exercise Shop,adventure-works\\linda3,holly1@adventure-works.com,654-555-0150,M,2022-11-16-09:51:378,20378
601,Mr.,Vassar,J.,Stern,,Transport Bikes,adventure-works\\shu0,vassar0@adventure-works.com,328-555-0123,M,2022-11-16-09:51:379,20379
604,Ms.,Wathalee,R.,Steuber,,Sellers of Cycles,adventure-works\\pamela0,wathalee0@adventure-works.com,517-555-0120,M,2022-11-16-09:51:380,20380
605,Mr.,Matthew,J.,Cavallari,,Outstanding Cycles,adventure-works\\david8,matthew1@adventure-works.com,695-555-0161,M,2022-11-16-09:51:381,20381
606,Ms.,Helge,,Hoeing,,Little Bicycle Supply Shop,adventure-works\\jillian0,helge0@adventure-works.com,850-555-0198,M,2022-11-16-09:51:382,20382
607,Ms.,Alice,M.,Steiner,,Maintenance and Repair for Bicycles,adventure-works\\jillian0,alice4@adventure-works.com,355-555-0180,M,2022-11-16-09:51:383,20383
608,Mr.,Steven,B.,Brown,IV,Golf and Cycle Store,adventure-works\\shu0,steven1@adventure-works.com,280-555-0124,M,2022-11-16-09:51:384,20384
609,Mr.,David,,Hodgson,,Good Toys,adventure-works\\linda3,david16@adventure-works.com,969-555-0117,M,2022-11-16-09:51:385,20385
610,Ms.,Liza Marie,N.,Stevens,,Fitness Department Stores,adventure-works\\shu0,lizamarie0@adventure-works.com,366-555-0110,M,2022-11-16-09:51:386,20386
613,Mr.,Jim,,Stewart,,Famous Bike Shop,adventure-works\\garrett1,jim5@adventure-works.com,226-555-0110,M,2022-11-16-09:51:387,20387
617,Ms.,Arlene,,Huff,,Tubeless Tire Company,adventure-works\\jae0,arlene0@adventure-works.com,1 (11) 500 555-0146,M,2022-11-16-09:51:388,20388
620,Mr.,Matthew,M.,Hunter,,Tires and Tubes,adventure-works\\pamela0,matthew4@adventure-works.com,482-555-0188,M,2022-11-16-09:51:389,20389
621,Mr.,Matthew,,Hink,,Running and Cycling Gear,adventure-works\\david8,matthew3@adventure-works.com,146-555-0176,M,2022-11-16-09:51:390,20390
622,Mr.,Robert,B.,Stotka,,Gift and Toy Store,adventure-works\\jillian0,robert12@adventure-works.com,493-555-0185,M,2022-11-16-09:51:391,20391
623,Ms.,Phyllis,R.,Huntsman,,Hardware Components,adventure-works\\jillian0,phyllis1@adventure-works.com,153-555-0195,M,2022-11-16-09:51:392,20392
624,Mr.,Mike,,Hines,,First Cycle Store,adventure-works\\shu0,mike3@adventure-works.com,454-555-0160,M,2022-11-16-09:51:393,20393
625,Ms.,Kayla,M.,Stotler,,Major Sporting Goods,adventure-works\\linda3,kayla0@adventure-works.com,315-555-0131,M,2022-11-16-09:51:394,20394
626,Mr.,Lawrence,E.,Hurkett,,Retail Sporting Goods,adventure-works\\shu0,lawrence0@adventure-works.com,129-555-0185,M,2022-11-16-09:51:395,20395
629,Mr.,Ryan,,Ihrig,,Efficient Cycling,adventure-works\\josé1,ryan4@adventure-works.com,809-555-0152,M,2022-11-16-09:51:396,20396
630,Mr.,Andrew,R.,Hill,,Eastside Parts Shop,adventure-works\\josé1,andrew4@adventure-works.com,194-555-0149,M,2022-11-16-09:51:397,20397
631,Mr.,Robert,P.,Lyeba,,Tandem Sales and Service,adventure-works\\garrett1,robert8@adventure-works.com,631-555-0155,M,2022-11-16-09:51:398,20398
635,Mr.,Roger,,Van Houten,,Sports Store,adventure-works\\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,M,2022-11-16-09:51:399,20399
637,Mr.,Robert,,Lyon,,Reliable Retail Center,adventure-works\\garrett1,robert9@adventure-works.com,666-555-0143,M,2022-11-16-09:51:400,20400
641,Ms.,Rose,M.,Vandenouer,,Extended Tours,adventure-works\\jae0,rose1@adventure-works.com,1 (11) 500 555-0140,M,2022-11-16-09:51:401,20401
643,Ms.,Denise,R.,Maccietto,,Friendly Bike Shop,adventure-works\\michael9,denise1@adventure-works.com,537-555-0190,M,2022-11-16-09:51:402,20402
644,Mr.,Gregory,T.,Vanderbout,Jr.,Convenient Sales and Service,adventure-works\\pamela0,gregory1@adventure-works.com,684-555-0134,M,2022-11-16-09:51:403,20403
645,Mr.,Ronald,K.,Heymsfield,,Superior Hardware Distributors,adventure-works\\david8,ronald1@adventure-works.com,784-555-0120,M,2022-11-16-09:51:404,20404
646,Mr.,Scott,,MacDonald,,Yellow Bicycle Company,adventure-works\\jillian0,scott7@adventure-works.com,470-555-0171,M,2022-11-16-09:51:405,20405
647,Mr.,Michael,,Vanderhyde,,Solid Bike Parts,adventure-works\\jillian0,michael25@adventure-works.com,918-555-0141,M,2022-11-16-09:51:406,20406
648,Ms.,Cheryl,M.,Herring,,Small Bike Shop,adventure-works\\shu0,cheryl0@adventure-works.com,158-555-0154,M,2022-11-16-09:51:407,20407
649,Mr.,Walter,J.,Mays,Sr.,Sports Products Store,adventure-works\\linda3,walter1@adventure-works.com,245-555-0191,M,2022-11-16-09:51:408,20408
650,Ms.,Margaret,J.,Vanderkamp,,Permanent Finish Products,adventure-works\\shu0,margaret2@adventure-works.com,265-555-0143,M,2022-11-16-09:51:409,20409
653,Ms.,Kara,N.,Vanderlinden,,Mercantile Outlet,adventure-works\\josé1,kara0@adventure-works.com,680-555-0160,M,2022-11-16-09:51:410,20410
654,Mr.,Jésus,,Hernandez,,Online Bike Warehouse,adventure-works\\josé1,jésus0@adventure-works.com,214-555-0145,M,2022-11-16-09:51:411,20411
655,Ms.,Irene,J.,Hernandez,,Operational Manufacturing,adventure-works\\garrett1,irene0@adventure-works.com,790-555-0197,M,2022-11-16-09:51:412,20412
659,Mr.,Ajay,,Manchepalli,,Shipping Specialists,adventure-works\\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,M,2022-11-16-09:51:413,20413
660,Mr.,Nieves,J.,Vargas,II,Exhilarating Cycles,adventure-works\\michael9,nieves0@adventure-works.com,371-555-0184,M,2022-11-16-09:51:414,20414
661,Mr.,Kari,,Hensien,,General Department Stores,adventure-works\\garrett1,kari0@adventure-works.com,143-555-0129,M,2022-11-16-09:51:415,20415
665,Mr.,Tomas,M.,Manzanares,II,Authentic Sales and Service,adventure-works\\jae0,tomas0@adventure-works.com,1 (11) 500 555-0178,M,2022-11-16-09:51:416,20416
668,Ms.,Kathy,R.,Marcovecchio,,Official Parts Shop,adventure-works\\pamela0,kathy0@adventure-works.com,942-555-0141,M,2022-11-16-09:51:417,20417
669,Ms.,Patricia,,Doyle,,Racing Bike Outlet,adventure-works\\david8,patricia0@adventure-works.com,899-555-0134,M,2022-11-16-09:51:418,20418
670,Ms.,Valerie,M.,Hendricks,,First Bike Store,adventure-works\\jillian0,valerie0@adventure-works.com,859-555-0140,M,2022-11-16-09:51:419,20419
671,Ms.,Jill,K.,Markwood,,Contoso,,,,M,2022-11-16-09:51:420,20420
672,Mr.,Gerald,M.,Drury,,Utilitarian Sporting Goods,adventure-works\\shu0,gerald0@adventure-works.com,169-555-0178,M,2022-11-16-09:51:421,20421
673,Mr.,John,,Hanson,,Countryside Company,adventure-works\\linda3,john20@adventure-works.com,107-555-0117,M,2022-11-16-09:51:422,20422
674,Ms.,Melissa,R.,Marple,,Discount Tours,adventure-works\\shu0,melissa0@adventure-works.com,685-555-0117,M,2022-11-16-09:51:423,20423
677,Ms.,Cecelia,L.,Marshall,,Tire Exchange,adventure-works\\josé1,cecelia0@adventure-works.com,394-555-0168,M,2022-11-16-09:51:424,20424
678,Mr.,Reuben,,D'sa,,Vigorous Exercise Company,adventure-works\\josé1,reuben1@adventure-works.com,916-555-0137,M,2022-11-16-09:51:425,20425
679,Ms.,Brenda,F.,Heaney,,Superb Sales and Repair,adventure-works\\garrett1,brenda3@adventure-works.com,393-555-0167,M,2022-11-16-09:51:426,20426
683,Ms.,Linda,,Martin,,Oils and Fluids Warehouse,adventure-works\\jae0,linda8@adventure-works.com,1 (11) 500 555-0137,M,2022-11-16-09:51:427,20427
685,Mr.,James,B.,Haugh,Jr.,Family Cycle Store,adventure-works\\garrett1,james8@adventure-works.com,763-555-0120,M,2022-11-16-09:51:428,20428
689,Ms.,Sandra,I.,Martinez,,Consumer Equipment,adventure-works\\jae0,sandra3@adventure-works.com,1 (11) 500 555-0113,M,2022-11-16-09:51:429,20429
692,Ms.,Bev,L.,Desalvo,,Successful Sales Company,adventure-works\\pamela0,bev0@adventure-works.com,143-555-0113,M,2022-11-16-09:51:430,20430
693,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\\david8,bart0@adventure-works.com,539-555-0121,M,2022-11-16-09:51:431,20431
694,Ms.,Ann,T.,Hass,,The Accessories Store,adventure-works\\jillian0,ann2@adventure-works.com,713-555-0168,M,2022-11-16-09:51:432,20432
695,Mr.,Rob,,Caron,,Responsible Bike Dealers,adventure-works\\jillian0,rob2@adventure-works.com,620-555-0117,M,2022-11-16-09:51:433,20433
696,Mr.,Maciej,,Dusza,,Roadway Supplies,adventure-works\\shu0,maciej1@adventure-works.com,962-555-0144,M,2022-11-16-09:51:434,20434
697,Mr.,Roger,,Harui,,Brakes and Gears,adventure-works\\linda3,roger0@adventure-works.com,774-555-0133,M,2022-11-16-09:51:435,20435
698,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\\shu0,andy1@adventure-works.com,944-555-0148,M,2022-11-16-09:51:436,20436
701,Ms.,Linda,R.,Ecoffey,,Future Bikes,adventure-works\\josé1,linda5@adventure-works.com,674-555-0188,M,2022-11-16-09:51:437,20437
29770,Ms.,Kathleen,M.,Garza,,Rural Cycle Emporium,adventure-works\\josé1,kathleen0@adventure-works.com,150-555-0127,M,2022-11-16-09:51:438,20438
